"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.89701,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.94567,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.9506,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.91657,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.99262,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.11394,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.22469,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.34255,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.52637,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.68803,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.78719,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.77151,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.67827,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.59348,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.61752,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.70415,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.75143,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.78476,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.87503,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.99898,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.0626,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.0712,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.035,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.99802,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.98892,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0197,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.1078,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.273,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.4465,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.5461,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.5881,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.5821,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.5234,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.4772,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.3608,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.242,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.1766,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.2718,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.4248,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.4723,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.3958,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.2695,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.2105,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.2318,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.3115,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.323,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.2667,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.2523,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.268,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.2826,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.3532,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.4343,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.4664,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.5008,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.5887,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.6866,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.7531,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.7701,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.7884,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.8371,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.8931,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.9679,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.9948,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.9994,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.0324,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.0764,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.1007,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.0856,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.0672,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.0565,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.0547,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.9273,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-02",101.9785,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-03",102.4312,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-04",102.7994,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-05",103.0162,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-06",103.1999,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-07",103.2384,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-08",103.2212,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-09",103.1825,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-10",102.9988,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-11",102.8649,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-12",102.8422,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-01",102.8934,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-02",102.8061,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-03",102.6571,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-04",102.5037,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-05",102.2936,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-06",101.9791,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-07",101.2906,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-08",100.3289,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.38057,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.78787,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.5876,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.70673,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.98412,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.2697,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.70269,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-04",100.0689,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-05",100.1812,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-06",100.1487,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-07",100.1054,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.9054,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.50346,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.93687,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.46939,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.34408,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.67533,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.23685,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.80503,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.1334,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.2575,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.4445,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.6917,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.8181,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.8911,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",101.0409,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",101.2684,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",101.4345,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.4493,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.3638,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.2758,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.3559,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.5189,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.641,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.7544,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.7862,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.6234,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.2401,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.9198,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.7652,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.5825,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.3925,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.2168,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.0298,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.99348,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.0295,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.0342,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.96121,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.75788,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.47741,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.2046,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.27672,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.48468,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.65581,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.7634,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.7755,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.80518,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.88024,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.91351,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.0445,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.3284,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.5453,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.6906,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.8571,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.9904,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.0801,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.1648,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.1632,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.0874,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.8656,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.7356,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.7519,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.8961,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.1004,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.2419,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.2363,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.1145,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.9291,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.7968,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.7464,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.653,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.5655,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.5227,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.6407,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-02",97.51488,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-03",97.64669,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-04",97.86027,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.17393,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-06",98.50912,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-07",98.7571,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-08",98.97619,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.12897,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.10995,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.1364,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.30727,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.45427,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.47189,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.3727,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-04",99.2623,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.33457,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.62032,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.83149,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.76749,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.55855,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-10",99.33822,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-11",99.27241,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-12",99.44757,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-01",99.74173,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.88862,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-03",100.0296,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-04",100.2402,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-05",100.3445,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-06",100.4155,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-07",100.4922,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-08",100.3733,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-09",100.1549,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-10",100.1079,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-11",100.2453,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-12",100.5342,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-01",100.6156,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.4121,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.2348,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.1417,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.1015,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.1516,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.3311,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.2795,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.92974,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.463,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.03883,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-12",98.71651,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-01",98.41713,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-02",98.42968,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.7456,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.0574,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.23499,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.28651,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.26434,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.26173,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.35154,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.43853,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.56477,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.58517,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.47162,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.41694,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.4883,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.53164,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.61975,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.68616,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.5539,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.3867,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.34444,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.42754,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.54706,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.56771,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.41846,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.16272,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.06234,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.12269,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.28768,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.32192,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.0186,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-08",98.63098,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-09",98.33153,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-10",98.15979,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-11",97.88591,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-12",97.33447,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-01",96.55817,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-02",96.6305,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-03",97.22341,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-04",97.87828,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-05",98.3926,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-06",98.69204,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-07",98.86709,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-08",98.9442,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-09",98.97971,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-10",98.95305,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-11",98.87041,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-12",98.60216,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-01",98.16208,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-02",97.8421,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-03",97.84345,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-04",98.18288,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-05",98.7971,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-06",99.80998,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.3748,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.7695,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.6718,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-04",100.3871,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.98225,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.56814,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.19304,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.07047,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-09",98.9306,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-10",98.80984,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.63228,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.42354,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.13155,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-02",97.89742,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-03",97.913,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.14331,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.57455,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-06",98.70464,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.58542,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.33588,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.04417,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-10",97.80009,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.692,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.69424,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-01",97.85271,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-02",97.95695,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-03",97.92456,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-04",97.883,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.00041,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.18594,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.37556,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.43967,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.44323,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.51963,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.77406,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.85034,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.83983,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.75527,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.66545,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.68666,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.87089,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.35522,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.1001,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.715,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-09",101.048,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-10",101.0974,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-11",101.0672,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-12",101.1465,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.4162,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.7073,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.9982,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-04",102.2787,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-05",102.4607,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-06",102.4698,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-07",102.3587,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-08",102.266,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-09",102.1249,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-10",102.0349,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-11",101.9218,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-12",101.8918,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.9408,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-02",102.0627,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-03",102.184,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-04",102.1821,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-05",102.0272,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.9866,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.8792,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.7369,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.5864,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-10",101.5602,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.6752,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.8429,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-01",101.8632,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-02",101.7377,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-03",101.6026,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-04",101.4356,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.1755,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.8579,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.5034,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.497,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.7019,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.7293,
